Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
21-05-23,Montreal West,Smart Devices,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,487,5853,10853.3,TRUE,29,FALSE,30534.07,5755.9,7710
22-05-23,Montreal West,Home Appliances,Montelix Supply Co.,Laval Distribution Center,Fulfilled,540,5044,1035.64,TRUE,10,FALSE,35277.39,4532.7,7868
23-05-23,Montreal East,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Fulfilled,769,4022,13769.22,TRUE,25,FALSE,103346.11,2936.5,10418
24-05-23,Montreal North,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,443,1448,14751.03,TRUE,28,FALSE,115919.51,1512.6,4943
24-05-23,Montreal South,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Canceled,294,1299,9501.97,TRUE,9,FALSE,57267.97,1563.9,10584
25-05-23,Montreal East,Consumer Electronics,Nova Distribution,Ville-Marie Hub,Fulfilled,502,1621,16466.24,TRUE,13,FALSE,31690.15,3691,7049
26-05-23,Montreal West,Home Appliances,Nova Distribution,Ville-Marie Hub,Fulfilled,744,4366,7892.06,TRUE,21,FALSE,20357.05,3546.3,7786
27-05-23,Montreal East,Smart Devices,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,227,1958,2744.6,TRUE,27,FALSE,23170.54,2849.2,9606
28-05-23,Montreal South,Computer Peripherals,Nova Distribution,Verdun Storage Facility,Fulfilled,305,3728,6594.65,TRUE,15,FALSE,22120.44,1983.1,7018
29-05-23,Montreal North,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,236,222,15105.57,TRUE,15,FALSE,7969.25,2611.5,5704
29-05-23,Montreal North,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Pending,446,4661,6831.14,TRUE,20,FALSE,68013.63,3058.6,8443
30-05-23,Montreal South,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,791,762,6874.69,TRUE,27,FALSE,64220.51,1956.6,7395
31-05-23,Montreal South,Smart Devices,Montelix Supply Co.,Ville-Marie Hub,Pending,838,2946,4186.95,TRUE,4,FALSE,144610.93,3932.2,7042
01-06-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Pending,998,4163,12636.8,TRUE,3,FALSE,78515.69,2771.8,10585
02-06-23,Montreal North,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Fulfilled,200,1060,1698.44,TRUE,13,FALSE,35459.21,2188.3,8227
03-06-23,Montreal South,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,909,3625,4577.88,TRUE,14,TRUE,50919.71,4308.6,7500
03-06-23,Montreal South,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,497,4828,3429.97,TRUE,28,FALSE,63842.46,4132.7,5859
04-06-23,Montreal North,Computer Peripherals,Montelix Supply Co.,Verdun Storage Facility,Pending,129,4581,13267.76,TRUE,24,FALSE,7130.91,2054.9,8847
05-06-23,Montreal North,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,226,222,7956.64,TRUE,8,FALSE,42860.74,1509.9,10495
06-06-23,Montreal West,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,527,1926,4736.76,TRUE,25,FALSE,16029.81,4090,8801
07-06-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,64,4791,2223.04,TRUE,8,TRUE,11235.83,3030.7,9839
08-06-23,Montreal North,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,545,2125,14425.56,TRUE,21,FALSE,15749.84,1168.3,11072
08-06-23,Montreal East,Smart Devices,PixelSource Ltd.,Laval Distribution Center,Pending,149,316,8293.98,TRUE,11,FALSE,36904.7,1867.4,10178
09-06-23,Montreal North,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Pending,388,3121,7189.04,TRUE,22,FALSE,11829.1,3909.7,8745
10-06-23,Montreal West,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,245,4108,9569.4,TRUE,13,FALSE,36259.97,4180.8,8974
11-06-23,Montreal East,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,593,4201,13615.14,FALSE,1,TRUE,51124.68,4742.2,6429
12-06-23,Montreal South,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,73,3788,11233.95,TRUE,16,TRUE,7412.93,2410,5530
13-06-23,Montreal West,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Pending,563,560,7768.39,TRUE,13,FALSE,36981.37,2381.1,5608
13-06-23,Montreal West,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,139,3736,9615.74,TRUE,5,FALSE,25852.27,2750.3,12327
14-06-23,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Fulfilled,1062,2529,13224.69,FALSE,27,FALSE,120892.47,2953.1,11483
15-06-23,Montreal South,Consumer Electronics,Nova Distribution,Ville-Marie Hub,Fulfilled,250,3233,12316.05,TRUE,19,TRUE,42920.61,4275.4,7595
16-06-23,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Canceled,884,2975,8383.99,FALSE,8,FALSE,113726.47,3957,10926
17-06-23,Montreal West,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Canceled,1005,2695,13967.7,FALSE,4,FALSE,45508.24,3124.4,6002
18-06-23,Montreal North,Smart Devices,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,727,2337,8093.91,TRUE,26,FALSE,78331.96,3755,5319
18-06-23,Montreal East,Home Appliances,Nova Distribution,Ville-Marie Hub,Pending,603,3746,4788.42,TRUE,27,FALSE,15903.23,4456.3,9683
19-06-23,Montreal West,Computer Peripherals,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,377,2869,10962.11,TRUE,6,FALSE,59397.46,3461,9986
20-06-23,Montreal North,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,703,4726,18164.39,TRUE,15,FALSE,155063.61,3485.6,6598
21-06-23,Montreal South,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,459,1447,4022.37,TRUE,26,FALSE,57066.71,3150.4,8084
22-06-23,Montreal West,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,1162,3839,5325.07,TRUE,28,FALSE,187252.57,2501.6,9575
23-06-23,Montreal North,Consumer Electronics,ElectraTech Inc.,Laval Distribution Center,Fulfilled,202,150,12448,TRUE,14,FALSE,14763.84,1651.5,6730
23-06-23,Montreal East,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,541,3588,11037.28,TRUE,20,FALSE,103819.74,3292.1,6586
24-06-23,Montreal East,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,523,4400,7835.78,TRUE,5,FALSE,36017.96,3062.6,5576
25-06-23,Montreal West,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,913,1047,16776.51,TRUE,3,FALSE,200393.99,1128.3,6097
26-06-23,Montreal West,Smart Devices,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,631,1152,12256.94,TRUE,9,FALSE,28111.69,2538.9,6697
27-06-23,Montreal South,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,781,2866,12832.4,TRUE,16,FALSE,63771.15,2846.7,6722
28-06-23,Montreal East,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,193,1761,16580.56,TRUE,11,FALSE,32830.61,1932.9,10570
29-06-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,260,1373,11775.23,TRUE,8,FALSE,29266.72,3115,8043
29-06-23,Montreal East,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Fulfilled,327,4831,3857.33,TRUE,28,FALSE,45906.49,2651.1,8558
30-06-23,Montreal South,Home Appliances,Nova Distribution,Laval Distribution Center,Fulfilled,1045,482,10652.93,TRUE,20,FALSE,191280.78,2375.2,10657
01-07-23,Montreal North,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,251,4960,1721.26,TRUE,26,FALSE,19776.09,4829.1,7008
02-07-23,Montreal North,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Canceled,805,4065,11462.61,TRUE,28,FALSE,61227.83,4454.2,10920
03-07-23,Montreal North,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Fulfilled,593,5080,9126.96,TRUE,27,FALSE,118017.86,4067,9374
04-07-23,Montreal South,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,689,2786,1060.07,TRUE,23,FALSE,32847.56,3968.5,7245
04-07-23,Montreal East,Computer Peripherals,Montelix Supply Co.,Verdun Storage Facility,Pending,956,5647,1688.98,TRUE,3,FALSE,126482.6,5352,7438
05-07-23,Montreal East,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Fulfilled,352,3856,1580.65,TRUE,15,FALSE,28379.29,2432.2,8826
06-07-23,Montreal West,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,177,653,10582.54,TRUE,12,TRUE,22913.64,639.7,5859
07-07-23,Montreal West,Consumer Electronics,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,828,734,5557.14,TRUE,19,FALSE,31505.09,2634.5,6462
08-07-23,Montreal East,Home Appliances,Nova Distribution,Laval Distribution Center,Pending,939,3544,6231.17,TRUE,4,TRUE,114235.08,2639,9264
09-07-23,Montreal South,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,220,408,9186.61,TRUE,1,TRUE,18445.27,341.3,8344
09-07-23,Montreal West,Computer Peripherals,PixelSource Ltd.,Ville-Marie Hub,Pending,699,137,17304.25,TRUE,27,FALSE,100105.82,513.1,6406
10-07-23,Montreal South,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,876,930,2609.8,TRUE,6,FALSE,80598.13,1737.3,9425
11-07-23,Montreal North,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,1047,2107,3291.11,TRUE,12,FALSE,35189.98,3845.3,11403
12-07-23,Montreal East,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Pending,492,3861,11359.91,TRUE,23,FALSE,30894.42,2820.2,6581
13-07-23,Montreal South,Home Appliances,Nova Distribution,Laval Distribution Center,Fulfilled,244,128,4589.25,TRUE,18,FALSE,8124.78,404.2,9091
14-07-23,Montreal East,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,787,568,13465.45,FALSE,21,TRUE,24990.3,570.9,8644
14-07-23,Montreal West,Home Appliances,Nova Distribution,Ville-Marie Hub,Fulfilled,442,466,12881.82,TRUE,5,FALSE,18677.49,2960.8,11358
15-07-23,Montreal West,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Pending,166,5165,16528.24,TRUE,7,FALSE,10504.03,3547.6,5411
16-07-23,Montreal West,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Canceled,891,2464,13127.71,TRUE,6,TRUE,139650.79,3385.9,5694
17-07-23,Montreal North,Smart Devices,Nova Distribution,Ville-Marie Hub,Pending,732,2859,5903.08,TRUE,20,FALSE,22522.3,3350,10603
18-07-23,Montreal South,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Fulfilled,610,1948,9770.33,FALSE,29,FALSE,21184.83,1187.2,8437
19-07-23,Montreal North,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,271,288,9935.46,TRUE,7,FALSE,45963.72,1318.1,7529
19-07-23,Montreal North,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Pending,68,1991,1730.77,TRUE,14,FALSE,15923.61,3595.6,10918
20-07-23,Montreal South,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Pending,1112,5277,9797.55,TRUE,26,FALSE,64912.7,3893.9,6592
21-07-23,Montreal North,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,830,3469,5226.43,TRUE,29,FALSE,32586.39,4493.8,8804
22-07-23,Montreal South,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,554,3755,14187.92,TRUE,13,FALSE,14628.94,4597.1,6346
23-07-23,Montreal East,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Pending,385,3349,3301.96,TRUE,23,FALSE,90536.44,4652.2,6024
24-07-23,Montreal West,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,955,4412,7175.14,TRUE,10,FALSE,60505.84,4721.2,6064
24-07-23,Montreal East,Home Appliances,Nova Distribution,Verdun Storage Facility,Fulfilled,687,3303,15050.92,TRUE,22,FALSE,124595.2,3298.1,5641
25-07-23,Montreal West,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,1044,2332,6334.46,TRUE,21,TRUE,72623.27,1832.1,9315
26-07-23,Montreal North,Home Appliances,Nova Distribution,Verdun Storage Facility,Pending,163,1256,14163.42,TRUE,5,TRUE,14395.44,1101.8,7478
27-07-23,Montreal West,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,73,760,1902.86,TRUE,16,FALSE,2494.45,933.2,6002
28-07-23,Montreal North,Computer Peripherals,Nova Distribution,Verdun Storage Facility,Fulfilled,578,749,9404.28,TRUE,24,FALSE,140447.85,2555.5,7091
29-07-23,Montreal East,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,571,3429,6134.27,TRUE,29,TRUE,31629.46,2133.3,6225
29-07-23,Montreal West,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,713,791,2388.43,TRUE,27,FALSE,72668.95,2401.6,8883
30-07-23,Montreal North,Computer Peripherals,Nova Distribution,Ville-Marie Hub,Fulfilled,96,4116,17120.08,TRUE,8,FALSE,2465.83,4243.9,5848
31-07-23,Montreal South,Consumer Electronics,PixelSource Ltd.,Laval Distribution Center,Fulfilled,744,5317,5351.43,TRUE,6,FALSE,90258.18,4266.9,5645
01-08-23,Montreal North,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,418,3880,15331.14,FALSE,4,FALSE,101531.71,3348.2,10261
02-08-23,Montreal North,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,896,2885,14308.03,FALSE,27,TRUE,100805.85,3835.6,11080
03-08-23,Montreal South,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,124,4519,11485.66,TRUE,16,FALSE,19233.16,4253,8602
03-08-23,Montreal West,Computer Peripherals,Nova Distribution,Laval Distribution Center,Fulfilled,693,4164,15473.22,TRUE,9,FALSE,65028.82,4261.8,6193
04-08-23,Montreal East,Home Appliances,Nova Distribution,Verdun Storage Facility,Pending,730,3918,5475.87,TRUE,19,FALSE,135060.31,2660.8,9681
05-08-23,Montreal West,Home Appliances,PixelSource Ltd.,Laval Distribution Center,Fulfilled,560,1254,2903.01,TRUE,4,FALSE,28891.07,1825.2,8640
06-08-23,Montreal North,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,436,3122,2999.36,TRUE,19,FALSE,14390.89,3124.1,8745
07-08-23,Montreal South,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,338,3782,4197.27,TRUE,19,FALSE,48809.2,2612.9,6102
08-08-23,Montreal South,Computer Peripherals,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,304,999,4363,TRUE,24,FALSE,19661.54,2400.1,6994
09-08-23,Montreal South,Smart Devices,Nova Distribution,Verdun Storage Facility,Fulfilled,492,3647,11905.85,TRUE,6,FALSE,48282.14,2788,5226
09-08-23,Montreal South,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Pending,350,1265,4564.24,TRUE,13,FALSE,31678.13,1812.1,12582
10-08-23,Montreal West,Smart Devices,ElectraTech Inc.,Laval Distribution Center,Fulfilled,756,2039,6270,TRUE,7,FALSE,27187.65,1464.8,10806
11-08-23,Montreal South,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Fulfilled,122,329,1022.59,TRUE,14,FALSE,9727.21,2377,7410
12-08-23,Montreal East,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Pending,619,4415,9035.69,TRUE,19,FALSE,95168.77,5464.4,5857
13-08-23,Montreal East,Computer Peripherals,Nova Distribution,Ville-Marie Hub,Fulfilled,866,5227,12464.63,TRUE,12,FALSE,76225.43,5305.2,9008
14-08-23,Montreal North,Computer Peripherals,Nova Distribution,Laval Distribution Center,Fulfilled,237,3850,13907.16,FALSE,25,FALSE,41794.12,2997.4,7216
14-08-23,Montreal South,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,301,1065,11025.36,TRUE,13,FALSE,34060.5,2029.9,11218
15-08-23,Montreal East,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,151,2294,13589.32,TRUE,28,FALSE,27964.51,2249.9,8408
16-08-23,Montreal West,Consumer Electronics,ElectraTech Inc.,Laval Distribution Center,Fulfilled,135,2150,10108.76,TRUE,12,FALSE,19050.15,1717.6,10674
17-08-23,Montreal South,Computer Peripherals,ElectraTech Inc.,Laval Distribution Center,Fulfilled,279,1002,7739.14,TRUE,22,TRUE,49089.81,756.2,10038
18-08-23,Montreal East,Smart Devices,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,354,625,12989.6,TRUE,28,FALSE,54880.05,2319,5349
19-08-23,Montreal North,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,769,3958,6498.75,TRUE,17,FALSE,61627.91,2861.5,7807
19-08-23,Montreal East,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,541,1118,13652.48,TRUE,12,FALSE,67868.59,1423.4,7756
20-08-23,Montreal East,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Pending,643,866,9801.59,TRUE,23,FALSE,44120.58,2938.5,5989
21-08-23,Montreal North,Consumer Electronics,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,462,5002,6645.31,TRUE,19,TRUE,88272.58,4771.1,9919
22-08-23,Montreal West,Computer Peripherals,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,90,3436,2827.71,FALSE,24,FALSE,9260.57,1969.8,6072
23-08-23,Montreal West,Computer Peripherals,Nova Distribution,Laval Distribution Center,Canceled,1029,303,10405.5,TRUE,13,FALSE,187699.51,1805,7842
24-08-23,Montreal North,Computer Peripherals,Montelix Supply Co.,Ville-Marie Hub,Pending,1072,2554,12883.66,TRUE,13,FALSE,74382.04,3419.6,9980
24-08-23,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Canceled,288,3578,10419.47,FALSE,18,FALSE,34526.67,2894.8,5989
25-08-23,Montreal East,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,634,3409,8536.17,TRUE,19,FALSE,55026.75,2286.6,5377
26-08-23,Montreal West,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,590,1147,15478.81,TRUE,8,FALSE,139947.09,1898.7,4800
27-08-23,Montreal East,Consumer Electronics,Nova Distribution,Laval Distribution Center,Fulfilled,451,2683,5237.78,TRUE,7,FALSE,48158.42,3712.4,5043
28-08-23,Montreal East,Smart Devices,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,341,3608,18255.4,TRUE,3,FALSE,36222.94,3664.4,8956
29-08-23,Montreal South,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,72,2458,7609.25,TRUE,24,FALSE,11611.13,3789.6,8064
29-08-23,Montreal West,Consumer Electronics,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,248,3298,10273.8,TRUE,27,TRUE,19701.27,1729.4,8937
30-08-23,Montreal East,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,832,451,16197.89,TRUE,11,FALSE,101365.18,2752.5,9895
31-08-23,Montreal West,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,649,4223,9605.76,TRUE,10,TRUE,51008.49,3143.7,7936
01-09-23,Montreal North,Home Appliances,Nova Distribution,Laval Distribution Center,Fulfilled,428,710,9473.52,TRUE,2,FALSE,52269.82,1411.9,9427
02-09-23,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,614,2170,3461.99,TRUE,18,FALSE,56401.24,3350.6,7283
03-09-23,Montreal South,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Canceled,501,3750,2327.83,TRUE,3,FALSE,21327.71,2510.5,6137
03-09-23,Montreal East,Smart Devices,ElectraTech Inc.,Verdun Storage Facility,Pending,520,341,1344.64,TRUE,18,FALSE,83825.41,2753,10808
04-09-23,Montreal South,Computer Peripherals,Montelix Supply Co.,Ville-Marie Hub,Pending,178,4399,18240.53,TRUE,15,FALSE,37859.92,4745.6,11329
05-09-23,Montreal West,Home Appliances,Montelix Supply Co.,Ville-Marie Hub,Canceled,848,3123,8334.1,FALSE,25,FALSE,142140.45,3925.7,10030
06-09-23,Montreal East,Computer Peripherals,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,369,4377,10736.58,TRUE,20,FALSE,57195.09,4429.1,7418
07-09-23,Montreal South,Smart Devices,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,925,5816,9196.64,TRUE,29,FALSE,186854.51,3804.5,7022
08-09-23,Montreal West,Computer Peripherals,Montelix Supply Co.,Laval Distribution Center,Fulfilled,622,1590,13328.37,TRUE,1,FALSE,106141.33,1019.7,7785
08-09-23,Montreal West,Computer Peripherals,PixelSource Ltd.,Laval Distribution Center,Pending,387,651,9278.1,TRUE,19,FALSE,24140.43,2189.7,12010
09-09-23,Montreal West,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,871,3368,3525.18,TRUE,22,FALSE,85328.09,4728.8,9705
10-09-23,Montreal South,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Canceled,611,3614,12102.79,FALSE,7,FALSE,100143.13,3610.5,8011
11-09-23,Montreal West,Home Appliances,Nova Distribution,Laval Distribution Center,Fulfilled,950,1331,13909.78,TRUE,14,FALSE,91631.81,3431.3,11763
12-09-23,Montreal North,Smart Devices,ElectraTech Inc.,Ville-Marie Hub,Pending,1090,4303,1442.03,TRUE,17,TRUE,98418.46,3463,8544
13-09-23,Montreal East,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,282,3191,9570.81,TRUE,28,FALSE,11335.57,4020.5,11018
13-09-23,Montreal West,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Canceled,1013,4593,9404.3,TRUE,9,FALSE,143306.45,4260.1,6447
14-09-23,Montreal South,Home Appliances,ElectraTech Inc.,Laval Distribution Center,Pending,795,4211,14582.94,TRUE,6,FALSE,55019.34,5542.2,11422
15-09-23,Montreal West,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,661,3762,5177.86,TRUE,28,TRUE,58727.5,4012.3,6890
16-09-23,Montreal South,Consumer Electronics,Nova Distribution,Laval Distribution Center,Pending,289,1981,10830.58,TRUE,2,FALSE,7690.03,1633.7,9244
17-09-23,Montreal South,Home Appliances,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,276,1185,9832.23,TRUE,4,FALSE,30431.37,1853,9295
18-09-23,Montreal North,Smart Devices,Nova Distribution,Verdun Storage Facility,Pending,461,3118,14032.16,TRUE,21,FALSE,19117.21,3465.2,7955
18-09-23,Montreal East,Smart Devices,Montelix Supply Co.,Laval Distribution Center,Pending,193,4375,15172.6,TRUE,5,FALSE,5427.34,5077.6,6415
19-09-23,Montreal West,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,567,3508,4167.82,TRUE,6,TRUE,63644,4357.8,9297
20-09-23,Montreal North,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,118,4021,5274.95,TRUE,16,FALSE,21594,2493.1,7121
21-09-23,Montreal West,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Pending,595,355,13961.42,TRUE,20,FALSE,102103.56,1298.2,9356
22-09-23,Montreal North,Smart Devices,Nova Distribution,Verdun Storage Facility,Pending,346,2217,12942.61,TRUE,16,FALSE,18569.52,2002.8,8631
23-09-23,Montreal East,Smart Devices,PixelSource Ltd.,Verdun Storage Facility,Fulfilled,885,802,8641.55,TRUE,25,FALSE,65520.11,2143,7761
24-09-23,Montreal West,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,538,3654,6626.49,TRUE,24,FALSE,101345.03,2351.2,8770
24-09-23,Montreal East,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,495,975,11052.76,TRUE,25,FALSE,65340.77,2182.6,9054
25-09-23,Montreal South,Computer Peripherals,ElectraTech Inc.,Verdun Storage Facility,Fulfilled,629,3598,2905.33,TRUE,25,TRUE,121687.62,2614.3,9694
26-09-23,Montreal East,Home Appliances,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,1072,1578,693.93,TRUE,27,TRUE,60808.59,2775.5,8203
27-09-23,Montreal North,Consumer Electronics,Montelix Supply Co.,Laval Distribution Center,Fulfilled,484,3842,3736.9,TRUE,6,FALSE,123624.04,5187.3,5996
28-09-23,Montreal West,Home Appliances,ElectraTech Inc.,Ville-Marie Hub,Fulfilled,1157,4303,13765.21,TRUE,29,TRUE,167275.68,2447,9468
29-09-23,Montreal North,Smart Devices,Nova Distribution,Ville-Marie Hub,Fulfilled,220,591,4884.93,TRUE,21,FALSE,16596.6,1173.2,10502
29-09-23,Montreal North,Consumer Electronics,PixelSource Ltd.,Verdun Storage Facility,Canceled,941,1329,11513.5,FALSE,9,TRUE,26327.57,1936.7,7420
30-09-23,Montreal West,Home Appliances,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,762,3449,7539.17,TRUE,11,FALSE,181547.69,1600.5,8685
01-10-23,Montreal North,Computer Peripherals,Montelix Supply Co.,Verdun Storage Facility,Fulfilled,601,470,16499.2,TRUE,19,TRUE,68023.56,813.7,10645
02-10-23,Montreal North,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,676,1224,15699.57,FALSE,6,TRUE,165032.19,1972.7,8107
03-10-23,Montreal South,Home Appliances,Nova Distribution,Laval Distribution Center,Fulfilled,874,3166,12508.19,TRUE,12,FALSE,72991.99,1757.2,8418
04-10-23,Montreal North,Consumer Electronics,Montelix Supply Co.,Ville-Marie Hub,Fulfilled,924,757,9271.59,TRUE,17,TRUE,64904.11,1507.4,6848
04-10-23,Montreal West,Consumer Electronics,Nova Distribution,Verdun Storage Facility,Fulfilled,308,2885,10163.3,TRUE,10,FALSE,71235.51,1994.9,9994
05-10-23,Montreal West,Home Appliances,ElectraTech Inc.,Verdun Storage Facility,Canceled,436,1597,2278.67,TRUE,9,FALSE,29981.91,2162.8,7649
06-10-23,Montreal East,Home Appliances,Nova Distribution,Laval Distribution Center,Pending,536,2629,12449.76,TRUE,20,FALSE,79305.1,2639.6,5030
07-10-23,Montreal South,Computer Peripherals,Nova Distribution,Ville-Marie Hub,Pending,372,1901,15238.98,TRUE,11,FALSE,13704.75,1783.8,7342
08-10-23,Montreal East,Smart Devices,Nova Distribution,Verdun Storage Facility,Fulfilled,529,784,10640.47,TRUE,16,FALSE,77812.86,2275.1,9731
09-10-23,Montreal East,Computer Peripherals,PixelSource Ltd.,Ville-Marie Hub,Fulfilled,731,2670,7128.87,TRUE,14,FALSE,48150.27,1361,9465
09-10-23,Montreal South,Smart Devices,Nova Distribution,Laval Distribution Center,Pending,389,312,2685.57,TRUE,21,FALSE,32382.72,274.9,9538
